my	O	1	1	1	3
speaking	O	3	3	2	1
of	O	1	1	1	3
my	O	1	1	1	3
friend	O	2	2	2	2
Poirot	PERSON	2	2	2	1
?	O	1	1	1	1
The	O	1	1	1	2
Belgian	O	3	3	3	1
who	O	1	1	1	3
is	O	1	1	1	3
here	O	2	2	1	2
?	O	1	3	1	3
He	O	1	1	1	3
has	O	1	1	1	3
been	O	2	2	2	2
a	O	1	1	1	3
most	O	2	2	2	2
famous	O	1	1	1	3
detective	O	3	3	2	1
.	O	1	1	1	1

Yes	O	2	2	2	2
.	O	3	1	3	1

I	O	2	2	2	1
want	O	2	2	2	2
you	O	2	2	2	2
to	O	1	1	1	3
let	O	1	1	1	3
me	O	1	1	2	2
call	O	1	1	1	3
him	O	2	1	2	2
in	O	1	1	1	3
...	O	1	1	1	1
to	O	1	3	1	3
investigate	O	3	3	3	1
this	O	1	1	1	3
matter	O	2	2	2	2
.	O	1	1	1	1

What	O	3	3	3	1
...	O	3	1	3	1
now	O	1	1	1	1
?	O	1	3	1	3
Before	O	3	3	2	3
the	O	2	2	2	2
post-mortem	O	3	3	3	1
?	O	1	1	1	1
Yes	O	2	1	2	3
,	O	3	1	3	1
time	O	3	3	2	2
is	O	2	2	2	2
an	O	1	1	1	3
advantage	O	3	3	3	1
if	O	3	3	3	1
...	O	1	1	1	1
if	O	1	3	1	3
...	O	1	1	1	1
there	O	3	1	3	1
has	O	3	3	3	2
been	O	2	2	2	2
foul	O	1	1	1	3
play	O	3	3	2	3
.	O	1	1	1	1

Rubbish	O	3	3	3	1
!	O	1	3	1	3
cried	O	2	2	2	3
Lawrence	PERSON	3	3	3	1
angrily	O	3	3	3	1
.	O	1	1	1	1

In	O	1	1	1	3
my	O	2	2	1	2
opinion	O	3	3	3	1
the	O	1	1	1	3
whole	O	2	3	2	1
thing	O	2	2	2	1
is	O	1	1	1	2
a	O	1	1	1	3
mare	O	3	3	3	3
's	O	3	1	3	1
nest	O	3	3	3	1
of	O	2	2	2	2
Bauerstein	PERSON	3	3	3	1
's	O	1	1	1	1
!	O	1	3	1	3
Wilkins	PERSON	3	3	3	1
had	O	3	3	3	2
n't	O	1	1	1	1
an	O	2	2	2	2
idea	O	2	2	2	1
of	O	1	1	1	3
such	O	2	2	2	2
a	O	1	1	1	3
thing	O	2	3	3	1
,	O	3	1	3	1
until	O	2	2	3	1
Bauerstein	PERSON	3	3	3	1
put	O	1	2	1	2
it	O	2	2	2	2
into	O	1	1	1	2
his	O	2	2	2	2
head	O	1	1	1	3
.	O	1	1	1	1

But	O	3	3	2	2
,	O	1	3	1	3
like	O	2	3	2	1
all	O	2	2	2	2
specialists	O	3	3	3	1
,	O	1	1	1	1
Bauerstein	PERSON	3	3	3	1
's	O	3	1	3	1
got	O	2	1	2	2
a	O	1	1	1	2
bee	O	2	2	2	3
in	O	3	3	3	2
his	O	1	1	1	2
bonnet	O	2	2	2	2
.	O	1	1	1	1

Poisons	O	3	3	3	1
are	O	2	2	2	2
his	O	2	2	3	2
hobby	O	2	3	2	1
,	O	1	3	1	3
so	O	1	1	1	2
of	O	2	1	2	3
course	O	3	3	3	1
he	O	1	1	1	3
sees	O	2	1	2	2
them	O	2	2	2	2
everywhere	O	3	3	3	1
.	O	1	1	1	1

I	O	1	1	1	3
confess	O	3	3	3	2
that	O	1	1	1	3
I	O	1	1	1	3
was	O	1	1	1	3
surprised	O	3	3	3	1
by	O	1	1	1	3
Lawrence	PERSON	3	3	3	2
's	O	3	1	3	1
attitude	O	3	3	3	1
.	O	1	1	1	1

He	O	1	1	1	3
was	O	1	1	1	3
so	O	2	2	2	2
seldom	O	3	3	3	2
vehement	O	3	3	3	1
about	O	2	2	2	3
anything	O	2	2	2	2
.	O	1	3	1	3

John	PERSON	3	3	3	1
hesitated	O	3	3	3	1
.	O	1	1	1	1

I	O	1	1	1	3
ca	O	3	2	3	2
n't	O	3	1	3	1
feel	O	2	2	1	2
as	O	2	2	2	3
you	O	2	1	2	3
do	O	1	1	1	3
,	O	1	1	1	1
Lawrence	PERSON	2	3	2	1
,	O	1	3	1	3
he	O	1	1	1	3
said	O	2	2	2	2
at	O	1	1	1	3
last	O	2	2	2	2
.	O	1	1	1	1

I	O	3	3	3	1
'm	O	3	1	3	1
inclined	O	3	3	3	2
to	O	1	1	1	3
give	O	2	2	2	2
Hastings	PERSON	3	3	3	1
a	O	1	1	1	3
free	O	3	3	3	2
hand	O	2	2	2	2
,	O	1	1	1	1
though	O	3	3	3	2
I	O	1	1	1	3
should	O	3	3	3	1
prefer	O	3	3	3	1
to	O	1	1	1	3
wait	O	2	2	2	2
a	O	1	1	1	3
bit	O	2	2	2	2
.	O	1	3	1	3

We	O	2	2	2	2
do	O	3	3	3	3
n't	O	1	1	1	1
want	O	2	3	2	2
any	O	1	1	1	3
unnecessary	O	3	3	2	1
scandal	O	3	3	3	1
.	O	3	1	3	1

No	O	1	2	1	2
,	O	2	3	2	2
no	O	1	1	1	1
,	O	1	3	1	3
I	O	1	1	1	3
cried	O	2	2	2	2
eagerly	O	3	3	3	1
,	O	1	1	1	1
you	O	2	1	1	3
need	O	3	3	3	1
have	O	2	2	2	2
no	O	1	1	1	3
fear	O	3	3	3	3
of	O	1	2	1	2
that	O	2	2	1	2
.	O	3	1	3	1

Poirot	PERSON	3	3	3	2
is	O	3	2	3	3
discretion	O	3	3	3	1
itself	O	3	3	3	1
.	O	1	1	1	1

Very	O	2	1	2	3
well	O	3	3	3	1
,	O	1	3	1	3
then	O	3	3	3	1
,	O	1	1	1	1
have	O	3	3	3	1
it	O	2	2	2	2
your	O	3	3	3	1
own	O	1	1	1	2
way	O	2	2	1	3
.	O	3	1	3	1

I	O	1	1	1	3
leave	O	3	3	2	1
it	O	1	1	1	2
in	O	1	1	1	3
your	O	2	2	2	2
hands	O	1	1	2	2
.	O	1	1	1	1

Though	O	3	3	3	1
,	O	1	3	1	3
if	O	2	2	2	3
it	O	2	2	2	3
is	O	2	2	2	3
as	O	1	1	2	2
we	O	2	2	2	2
suspect	O	3	3	2	2
,	O	1	1	1	1
it	O	1	1	1	3
seems	O	3	3	3	1
a	O	1	1	1	3
clear	O	2	2	1	2
enough	O	3	3	3	2
case	O	2	3	2	1
.	O	3	1	3	1

God	O	2	2	2	2
forgive	O	3	3	3	1
me	O	1	1	1	2
if	O	2	2	3	2
I	O	1	1	1	3
am	O	1	1	1	3
wronging	O	3	3	3	1
him	O	2	1	2	2
!	O	1	1	1	1
I	O	1	1	1	3
looked	O	3	3	3	1
at	O	1	1	1	3
my	O	1	1	1	3
watch	O	3	3	3	1
.	O	1	3	1	3

It	O	1	1	1	3
was	O	2	2	2	1
six	O	3	2	3	3
o'clock	O	3	3	2	1
.	O	1	1	1	1

I	O	1	1	1	3
determined	O	3	3	3	1
to	O	1	1	1	2
lose	O	3	2	3	3
no	O	2	2	2	2
time	O	1	1	2	2
.	O	3	1	3	1

Five	O	1	1	1	3
minutes	O	3	3	3	1
'	O	1	1	1	1
delay	O	3	2	3	2
,	O	1	3	1	3
however	O	3	3	3	1
,	O	1	1	1	1
I	O	1	1	1	3
allowed	O	3	3	3	2
myself	O	2	2	2	2
.	O	3	1	3	1

I	O	1	1	1	3
spent	O	2	2	3	2
it	O	2	2	2	2
in	O	1	1	1	3
ransacking	O	3	3	3	1
the	O	1	1	1	3
library	O	2	2	3	1
until	O	2	2	2	2
I	O	1	1	1	3
discovered	O	3	3	3	1
a	O	1	1	1	3
medical	O	2	2	2	1
book	O	2	2	2	3
which	O	1	1	1	3
gave	O	1	1	1	2
a	O	1	1	1	3
description	O	3	3	2	1
of	O	1	1	1	3
strychnine	O	3	3	3	1
poisoning	O	3	3	3	1
.	O	1	1	1	1

The	O	2	2	2	1
house	O	2	2	2	2
which	O	2	2	1	2
the	O	1	1	1	2
Belgians	O	3	3	3	1
occupied	O	2	2	2	1
in	O	1	1	1	3
the	O	1	1	1	3
village	O	2	2	2	1
was	O	1	1	1	3
quite	O	2	2	2	1
close	O	2	2	2	2
to	O	1	1	1	3
the	O	2	1	2	3
park	O	2	2	2	2
gates	O	3	3	3	2
.	O	1	3	1	3

One	O	2	1	2	3
could	O	3	3	3	1
save	O	2	1	2	2
time	O	2	2	2	2
by	O	1	1	1	3
taking	O	3	2	3	1
a	O	1	1	1	3
narrow	O	3	2	3	1
path	O	2	1	2	2
through	O	2	2	3	1
the	O	1	1	2	3
long	O	2	2	2	2
grass	O	3	3	2	1
,	O	1	1	1	1
which	O	2	2	2	1
cut	O	2	2	2	3
off	O	2	2	2	2
the	O	1	1	1	3
detours	O	3	3	3	1
of	O	1	1	1	3
the	O	1	1	1	3
winding	O	3	3	3	1
drive	O	2	2	2	2
.	O	3	1	3	1

So	O	1	1	1	3
I	O	1	1	1	3
,	O	1	1	1	1
accordingly	O	3	3	3	1
,	O	1	3	1	3
went	O	3	2	3	2
that	O	3	3	3	1
way	O	1	1	2	2
.	O	1	1	1	1

I	O	2	2	2	2
had	O	1	1	2	2
nearly	O	3	3	3	2
reached	O	3	3	2	1
the	O	2	2	2	2
lodge	O	2	1	2	2
,	O	3	1	3	1
when	O	1	2	2	3
my	O	1	1	2	2
attention	O	3	3	3	1
was	O	1	1	1	3
arrested	O	3	3	3	1
by	O	1	1	1	3
the	O	2	2	2	2
running	O	3	3	3	1
figure	O	3	3	2	1
of	O	1	1	1	3
a	O	1	1	1	3
man	O	2	2	3	3
approaching	O	3	3	2	1
me	O	1	1	1	2
.	O	1	1	1	1

It	O	1	1	1	3
was	O	2	2	2	3
Mr.	PERSON	2	2	2	2
Inglethorp	PERSON	3	3	3	1
.	O	1	3	1	3

Where	O	3	3	3	1
had	O	1	1	1	3
he	O	1	1	1	3
been	O	2	2	2	1
?	O	1	1	1	1
How	O	1	1	1	3
did	O	2	2	2	2
he	O	2	2	2	1
intend	O	2	2	2	1
to	O	1	1	1	3
explain	O	3	3	3	2
his	O	1	1	1	3
absence	O	3	3	3	1
?	O	3	1	3	1
He	O	1	1	1	3
accosted	O	3	3	3	2
me	O	2	2	2	2
eagerly	O	3	3	3	2
.	O	1	1	1	1

My	O	1	1	1	3
God	O	2	2	2	2
!	O	1	3	1	3
This	O	2	2	3	2
is	O	1	1	1	3
terrible	O	3	3	3	1
!	O	1	1	1	1
My	O	2	2	2	1
poor	O	1	1	2	3
wife	O	2	2	2	2
!	O	3	1	3	1
I	O	1	1	1	3
have	O	2	2	2	2
only	O	1	1	1	3
just	O	2	2	2	1
heard	O	1	1	1	2
.	O	1	1	1	1

Where	O	1	1	2	3
have	O	2	2	3	1
you	O	1	1	1	3
been	O	1	1	1	2
?	O	1	3	1	3
I	O	1	1	1	3
asked	O	2	1	3	2
.	O	1	1	1	1

Denby	PERSON	3	3	3	1
kept	O	2	2	2	1
me	O	1	1	1	3
late	O	3	2	3	1
last	O	2	1	2	2
night	O	2	2	2	2
.	O	3	1	3	1

It	O	1	1	1	3
was	O	2	3	2	2
one	O	2	1	2	2
o'clock	O	2	2	2	2
before	O	2	2	2	2
we	O	1	1	1	2
'd	O	1	1	1	1
finished	O	2	2	2	1
.	O	1	3	1	3

Then	O	1	1	1	2
I	O	1	1	1	3
found	O	3	3	3	2
that	O	1	1	1	3
I	O	2	1	2	2
'd	O	1	1	1	1
forgotten	O	3	3	3	1
the	O	1	1	1	3
latch-key	O	3	3	3	1
after	O	3	3	3	2
all	O	1	1	1	2
.	O	3	1	3	1

I	O	1	1	1	3
did	O	3	3	3	1
n't	O	1	1	1	1
want	O	2	2	2	2
to	O	1	1	1	3
arouse	O	3	2	3	1
the	O	1	1	1	3
household	O	3	3	3	1
,	O	1	3	1	3
so	O	1	1	1	3
Denby	PERSON	3	3	3	1
gave	O	2	1	2	2
me	O	3	2	3	2
a	O	2	1	2	2
bed	O	1	1	1	3
.	O	1	1	1	1

How	O	1	1	1	3
did	O	2	2	2	2
you	O	2	2	2	2
hear	O	1	1	2	2
the	O	2	1	2	2
news	O	3	2	3	2
?	O	3	1	3	1
I	O	1	1	1	3
asked	O	3	3	3	1
.	O	1	1	1	1

Wilkins	PERSON	3	3	3	2
knocked	O	3	3	3	1
Denby	PERSON	3	3	3	1
up	O	2	2	2	2
to	O	3	2	2	3
tell	O	2	2	2	2
him	O	2	2	2	2
.	O	1	3	1	3

My	O	1	1	1	3
poor	O	3	3	3	1
Emily	PERSON	3	2	2	2
!	O	1	1	1	1
She	O	1	1	1	2
was	O	3	3	3	1
so	O	1	1	1	3
self-sacrificing	O	3	3	3	1
...	O	3	1	3	1
such	O	1	1	1	1
a	O	2	1	2	3
noble	O	2	2	3	2
character	O	3	3	3	1
.	O	1	3	1	3

She	O	1	1	1	3
over-taxed	O	3	3	3	1
her	O	1	1	1	3
strength	O	3	3	3	1
.	O	1	1	1	1

A	O	1	1	1	2
wave	O	2	2	3	1
of	O	1	1	1	3
revulsion	O	3	3	2	1
swept	O	2	2	3	1
over	O	1	1	1	3
me	O	1	1	1	3
.	O	3	1	3	1

What	O	2	2	2	2
a	O	1	1	1	3
consummate	O	3	3	3	1
hypocrite	O	3	3	3	1
the	O	1	1	1	3
man	O	2	2	2	1
was	O	1	2	1	2
!	O	1	1	1	1
I	O	2	2	2	1
must	O	2	2	2	2
hurry	O	3	3	3	1
on	O	1	1	1	3
,	O	1	3	1	3
I	O	1	1	1	3
said	O	2	2	3	2
,	O	1	1	1	1
thankful	O	3	3	3	1
that	O	1	1	1	3
he	O	2	2	2	1
did	O	1	1	1	3
not	O	1	1	1	2
ask	O	3	2	2	2
me	O	1	1	1	3
whither	O	3	3	2	2
I	O	1	1	1	3
was	O	2	2	2	2
bound	O	1	2	1	2
.	O	3	1	3	1

In	O	1	1	1	3
a	O	3	2	3	3
few	O	2	2	2	2
minutes	O	2	3	2	1
I	O	1	1	1	3
was	O	2	2	2	3
knocking	O	3	2	3	1
at	O	1	1	2	3
the	O	2	2	2	2
door	O	1	1	1	3
of	O	1	1	1	3
Leastways	O	3	3	3	1
Cottage	O	3	3	3	1
.	O	1	1	1	1

Getting	O	3	3	3	1
no	O	1	1	1	3
answer	O	3	3	3	2
,	O	1	3	1	3
I	O	1	1	1	3
repeated	O	3	3	3	1
my	O	1	1	2	3
summons	O	3	3	3	1
impatiently	O	3	3	3	1
.	O	1	1	1	1

A	O	1	1	1	3
window	O	3	3	3	1
above	O	3	3	3	1
me	O	2	2	2	2
was	O	1	1	1	3
cautiously	O	3	3	3	1
opened	O	3	3	3	2
,	O	3	1	3	1
and	O	1	1	1	2
Poirot	PERSON	2	2	2	2
himself	O	3	3	3	1
looked	O	3	3	3	1
out	O	1	1	1	2
.	O	1	1	1	1

He	O	1	1	1	3
gave	O	3	3	2	2
an	O	1	1	1	3
exclamation	O	3	3	3	1
of	O	1	1	1	3
surprise	O	3	3	3	1
at	O	1	1	1	3
seeing	O	3	3	3	2
me	O	1	1	1	3
.	O	1	3	1	3

In	O	1	1	1	3
a	O	1	1	1	2
few	O	1	1	2	2
brief	O	2	2	3	1
words	O	1	1	1	2
,	O	1	1	1	1
I	O	1	1	1	3
explained	O	3	3	3	1
the	O	1	1	1	3
tragedy	O	3	2	3	1
that	O	1	1	1	3
had	O	2	1	2	3
occurred	O	3	3	3	1
,	O	3	1	3	1
and	O	1	1	1	2
that	O	2	2	2	3
I	O	1	1	1	3
wanted	O	2	2	1	2
his	O	2	1	2	2
help	O	1	1	1	3
.	O	1	1	1	1

Wait	O	2	2	3	2
,	O	1	3	1	3
my	O	1	1	2	3
friend	O	2	2	2	2
,	O	1	1	1	1
I	O	1	1	1	3
will	O	2	2	3	2
let	O	1	1	1	2
you	O	2	1	2	2
in	O	1	1	1	3
,	O	3	1	3	1
and	O	1	1	1	3
you	O	2	1	2	2
shall	O	1	1	1	3
recount	O	3	3	3	1
to	O	1	1	1	3
me	O	1	1	1	3
the	O	1	1	1	2
affair	O	2	3	2	2
whilst	O	3	3	3	1
I	O	1	1	1	3
dress	O	2	2	2	2
.	O	1	1	1	1

In	O	1	1	1	3
a	O	1	1	1	3
few	O	2	2	3	2
moments	O	2	2	3	1
he	O	1	1	1	3
had	O	2	2	2	2
unbarred	O	3	3	3	1
the	O	1	1	1	3
door	O	2	3	2	3
,	O	1	3	1	3
and	O	1	1	1	3
I	O	1	1	1	2
followed	O	2	2	3	1
him	O	1	1	1	3
up	O	1	1	1	3
to	O	1	1	1	2
his	O	1	2	1	2
room	O	1	1	1	3
.	O	1	1	1	1

There	O	3	3	3	1
he	O	2	2	2	2
installed	O	3	3	2	1
me	O	1	1	1	3
in	O	2	2	2	3
a	O	1	1	1	3
chair	O	2	2	2	2
,	O	3	1	3	1
and	O	1	1	1	3
I	O	1	1	1	3
related	O	3	3	3	1
the	O	1	2	1	2
whole	O	2	2	2	2
story	O	1	1	1	2
,	O	1	1	1	1
keeping	O	3	3	3	1
back	O	1	1	1	3
nothing	O	3	3	3	1
,	O	1	3	1	3
and	O	1	1	1	3
omitting	O	3	3	3	1
no	O	1	1	1	3
circumstance	O	3	3	3	1
,	O	1	1	1	1
however	O	3	3	3	2
insignificant	O	3	3	3	1
,	O	3	1	3	1
whilst	O	3	3	3	1
he	O	2	2	2	2
himself	O	2	2	2	1
made	O	3	3	3	3
a	O	1	1	1	3
careful	O	3	3	3	1
and	O	1	1	1	3
deliberate	O	3	3	3	1
toilet	O	3	3	3	1
.	O	1	1	1	1

I	O	1	1	1	3
told	O	3	3	3	2
him	O	3	3	3	2
of	O	2	2	2	3
my	O	2	1	2	3
awakening	O	3	3	3	1
,	O	1	3	1	3
of	O	1	1	2	2
Mrs.	PERSON	2	3	3	1
Inglethorp	PERSON	3	3	3	1
's	O	1	1	1	1
dying	O	3	3	3	1
words	O	1	2	1	2
,	O	3	1	3	1
of	O	1	1	1	3
her	O	3	3	3	2
husband	O	3	3	3	1
's	O	1	1	1	1
absence	O	3	3	3	1
,	O	1	3	1	3
of	O	1	1	1	3
the	O	3	3	2	2
quarrel	O	3	3	3	1
the	O	1	1	1	2
day	O	1	1	1	2
before	O	3	3	3	2
,	O	1	1	1	1
of	O	2	2	2	2
the	O	2	2	2	3
scrap	O	3	3	3	1
of	O	1	1	1	3
conversation	O	3	3	3	1
between	O	3	2	3	1
Mary	PERSON	2	2	2	2
and	O	1	1	1	3
her	O	2	1	2	2
mother-in-law	O	3	3	3	1
that	O	2	2	3	1
I	O	1	1	1	3
had	O	2	2	3	3
overheard	O	3	3	3	1
,	O	3	1	3	1
of	O	1	1	1	3
the	O	2	2	2	2
former	O	3	3	3	1
quarrel	O	3	3	3	1
between	O	2	2	2	2
Mrs.	PERSON	2	2	2	2
Inglethorp	PERSON	3	3	3	1
and	O	1	1	1	3
Evelyn	PERSON	3	3	3	1
Howard	PERSON	2	3	2	1
,	O	1	1	1	1
and	O	2	2	2	3
of	O	1	1	1	3
the	O	1	2	1	2
latter	O	2	3	2	2
's	O	1	3	1	3
innuendoes	O	3	3	3	1
.	O	1	1	1	1

I	O	1	1	1	3
was	O	2	2	1	2
hardly	O	3	3	2	2
as	O	1	1	1	3
clear	O	2	2	2	2
as	O	1	1	1	3
I	O	1	1	1	3
could	O	3	3	3	1
wish	O	2	2	1	2
.	O	3	1	3	1

I	O	2	2	2	1
repeated	O	3	3	2	1
myself	O	2	2	2	1
several	O	3	3	2	1
times	O	1	1	1	2
,	O	1	1	1	1
and	O	1	1	1	3
occasionally	O	3	3	3	1
had	O	1	1	1	3
to	O	2	1	2	2
go	O	1	1	2	2
back	O	2	1	2	2
to	O	1	1	1	3
some	O	2	2	2	2
detail	O	1	1	1	2
that	O	2	2	2	3
I	O	1	1	1	3
had	O	2	1	2	2
forgotten	O	2	2	2	1
.	O	1	3	1	3

Poirot	PERSON	3	3	3	2
smiled	O	3	3	3	1
kindly	O	3	2	2	2
on	O	1	1	1	3
me	O	1	1	1	2
.	O	1	1	1	1

The	O	2	2	1	3
mind	O	3	3	3	1
is	O	1	1	2	2
confused	O	3	3	3	1
?	O	3	1	3	1
Is	O	1	1	1	3
it	O	2	1	2	2
not	O	2	2	2	3
so	O	3	2	3	2
?	O	1	1	1	1
Take	O	3	3	3	2
time	O	3	3	3	1
,	O	1	3	1	3
mon	O	3	3	3	2
ami	O	3	2	3	1
.	O	1	1	1	1

``	O	3	1	3	1
You	O	1	1	1	3
are	O	2	2	2	2
agitated	O	3	3	3	1
;	O	1	1	1	1
you	O	1	1	1	3
are	O	3	3	3	1
excited	O	3	3	3	1
...	O	1	3	1	3
it	O	1	1	1	1
is	O	3	2	3	1
but	O	1	1	2	2
natural	O	3	3	3	2
.	O	3	1	3	1

''	O	1	1	1	1
Presently	O	3	3	3	1
,	O	1	3	1	3
when	O	3	2	3	2
we	O	2	2	2	3
are	O	3	3	3	2
calmer	O	2	2	2	1
,	O	1	1	1	1
we	O	1	1	1	3
will	O	2	2	2	2
arrange	O	3	3	3	1
the	O	1	1	1	3
facts	O	3	3	3	1
,	O	3	1	3	1
neatly	O	3	3	3	1
,	O	1	1	1	1
each	O	2	2	2	1
in	O	1	1	1	3
his	O	3	3	3	2
proper	O	3	3	2	1
place	O	1	1	1	2
.	O	1	3	1	3

We	O	1	1	1	3
will	O	3	3	3	2
examine	O	3	3	3	1
...	O	1	1	1	1
and	O	3	1	3	1
reject	O	3	3	3	1
.	O	1	1	1	1

``	O	1	3	1	3
Those	O	3	3	3	1
of	O	2	2	3	2
importance	O	3	3	3	1
we	O	1	1	1	2
will	O	2	2	2	1
put	O	2	2	2	3
on	O	2	2	2	2
one	O	2	2	1	3
side	O	2	2	2	1
;	O	1	1	1	1
those	O	2	2	2	3
of	O	2	2	3	2
no	O	1	1	1	3
importance	O	3	3	3	1
,	O	3	1	3	1
pouf	O	3	3	3	1
!	O	1	1	1	1
...	O	1	3	1	3
he	O	1	1	1	1
screwed	O	3	3	3	1
up	O	1	1	1	3
his	O	1	1	1	3
cherub-like	O	3	3	3	1
face	O	2	3	2	3
,	O	3	1	3	1
and	O	1	1	1	3
puffed	O	3	3	2	2
comically	O	3	3	2	1
enough	O	3	3	3	2
...	O	1	1	1	1
blow	O	1	3	1	3
them	O	2	2	3	2
away	O	2	1	2	2
!	O	1	1	1	1
''	O	3	1	3	1
That	O	3	3	2	1
's	O	1	1	1	1
all	O	2	2	2	2
very	O	2	1	2	2
well	O	1	1	1	2
,	O	1	3	1	3
I	O	1	1	1	3
objected	O	3	3	3	1
,	O	1	1	1	1
but	O	1	1	1	3
how	O	2	2	2	2
are	O	1	1	2	2
you	O	1	1	1	2
going	O	2	2	2	2
to	O	1	1	1	3
decide	O	3	2	3	1
what	O	2	2	2	2
is	O	1	1	1	3
important	O	3	3	3	1
,	O	3	1	3	1
and	O	1	1	1	3
what	O	2	2	2	2
is	O	1	1	1	1
n't	O	3	3	3	1
?	O	1	3	1	3
That	O	2	2	1	3
always	O	3	3	3	1
seems	O	2	2	2	2
the	O	1	1	1	3
difficulty	O	3	3	3	1
to	O	1	1	1	2
me	O	2	2	2	2
.	O	1	1	1	1

Poirot	PERSON	2	3	3	1
shook	O	2	2	2	2
his	O	1	1	1	3
head	O	3	3	3	1
energetically	O	3	3	3	1
.	O	3	1	3	1

He	O	1	1	1	3
was	O	2	2	3	2
now	O	2	2	1	2
arranging	O	3	3	3	1
his	O	1	1	1	2
moustache	O	3	3	3	1
with	O	2	1	2	2
exquisite	O	3	3	3	1
care	O	1	2	2	2
.	O	1	1	1	1

Not	O	2	2	3	3
so	O	3	2	3	2
.	O	1	3	1	3

Voyons	O	3	3	3	1
!	O	1	1	1	1
One	O	2	2	3	3
fact	O	3	3	3	1
leads	O	2	3	3	1
to	O	1	1	1	2
another	O	3	3	3	1
...	O	3	1	3	1
so	O	1	1	1	1
we	O	3	2	3	2
continue	O	3	3	3	1
.	O	1	3	1	3

Does	O	3	2	3	2
the	O	2	2	2	2
next	O	3	3	3	1
fit	O	3	2	3	2
in	O	1	1	1	2
with	O	2	2	2	3
that	O	3	3	3	1
?	O	1	1	1	1
A	O	1	1	1	3
merveille	O	3	3	3	1
!	O	3	1	3	1
Good	O	3	3	3	1
!	O	1	1	1	1
We	O	2	2	2	3
can	O	3	3	3	1
proceed	O	3	3	3	1
.	O	1	3	1	3

This	O	2	2	2	2
next	O	3	3	3	1
little	O	3	3	3	1
fact	O	3	3	3	1
...	O	1	1	1	1
no	O	3	1	3	1
!	O	1	1	1	1
Ah	O	2	2	2	2
,	O	1	3	1	3
that	O	3	3	3	3
is	O	2	2	2	2
curious	O	2	3	2	2
!	O	1	1	1	1
There	O	3	2	2	2
is	O	1	1	2	3
something	O	3	3	3	1
missing	O	2	3	3	1
...	O	3	1	3	1
a	O	1	1	1	1
link	O	3	3	3	1
in	O	1	1	1	2
the	O	2	2	2	2
chain	O	3	2	3	1
that	O	1	1	1	2
is	O	2	2	2	2
not	O	1	1	1	3
there	O	3	2	3	2
.	O	1	3	1	3

We	O	1	1	1	2
examine	O	3	3	3	1
.	O	1	1	1	1

We	O	1	1	1	3
search	O	3	3	3	1
.	O	3	1	3	1

And	O	1	1	1	3
that	O	3	2	3	2
little	O	3	3	3	1
curious	O	3	2	3	1
fact	O	2	2	2	1
,	O	1	1	1	1
that	O	1	1	2	3
possibly	O	3	3	3	1
paltry	O	3	3	2	1
little	O	2	2	2	3
detail	O	2	2	2	2
that	O	1	1	1	2
will	O	1	1	1	3
not	O	2	1	2	2
tally	O	1	1	2	2
,	O	1	3	1	3
we	O	1	1	1	3
put	O	2	2	2	2
it	O	1	1	1	3
here	O	1	1	2	2
!	O	1	1	1	1
He	O	2	2	3	1
made	O	2	2	2	2
an	O	1	1	1	2
extravagant	O	3	3	3	1
gesture	O	3	3	3	2
with	O	1	1	2	2
his	O	1	1	1	3
hand	O	2	2	2	2
.	O	3	1	3	1

It	O	1	1	1	3
is	O	2	2	2	3
significant	O	3	3	3	1
!	O	1	1	1	1
It	O	2	1	1	2
is	O	2	2	2	2
tremendous	O	3	3	3	1
!	O	1	3	1	3
Y.	O	3	3	3	1
.	O	1	1	1	1

.	O	3	1	3	1

es	O	1	1	1	1
...	O	1	3	1	3
Ah	O	3	3	3	1
!	O	1	1	1	1
Poirot	PERSON	3	3	3	2
shook	O	3	2	3	1
his	O	1	1	1	3
forefinger	O	3	3	3	1
so	O	1	1	1	3
fiercely	O	3	3	3	1
at	O	1	1	1	3
me	O	1	1	1	3
that	O	1	2	2	1
I	O	1	1	1	3
quailed	O	3	3	3	1
before	O	3	3	3	1
it	O	1	1	1	3
.	O	3	1	3	1

Beware	O	3	3	3	1
!	O	1	1	1	1
Peril	O	3	3	3	1
to	O	1	1	1	3
the	O	2	2	3	3
detective	O	3	3	3	1
who	O	2	1	2	3
says	O	2	2	3	1
:	O	1	3	1	3
`	O	1	1	1	1
It	O	2	1	1	2
is	O	2	1	2	2
so	O	1	1	1	2
small	O	3	3	3	2
...	O	3	1	3	1
it	O	1	1	1	1
does	O	3	3	3	2
not	O	2	2	2	2
matter	O	2	2	2	2
.	O	1	3	1	3

It	O	2	1	1	3
will	O	3	3	3	2
not	O	3	3	2	2
agree	O	3	2	3	2
.	O	1	1	1	1

I	O	1	1	1	3
will	O	3	3	3	3
forget	O	3	3	3	1
it	O	3	3	2	2
.	O	3	1	3	1

'	O	1	1	1	1
That	O	3	3	2	2
way	O	3	3	3	1
lies	O	2	2	2	2
confusion	O	3	3	3	1
!	O	1	3	1	3
Everything	O	3	3	3	1
matters	O	3	3	3	1
.	O	1	1	1	1

I	O	2	1	2	3
know	O	3	3	3	2
.	O	3	1	3	1

You	O	3	2	3	2
always	O	3	3	3	2
told	O	2	3	2	2
me	O	1	1	1	3
